case_number,case_type,case_status,district,main_address,parcel,assigned_to,"Opened
Date","Closed
Date"
TRSH-004988-2021,Trash/Debris,Closed,"Council District
1","514 Greyfield Ln, Sandy
Springs, GA 30350",06 0367  LL0641,"Marcellus
Hampton",10/05/2021,10/15/2021
TRSH-005020-2021,Trash/Debris,New Complaint,"Council District
1","517 Granite Ridge Pl, Sandy
Springs, GA 30350",17 002500040308,"Marcellus
Hampton",10/12/2021,NA
TRSH-005025-2021,Trash/Debris,Closed,"Council District
1","200 Nesbit Lake Ct, Sandy
Springs, GA 30350",06 031200030247,"Marcellus
Hampton",10/13/2021,11/02/2021
TRSH-005157-2021,Trash/Debris,Closed,"Council District
1","8852 Long Beach Cir,
Sandy Springs, GA 30350",06 036500040176,"Marcellus
Hampton",11/15/2021,11/15/2021
TRSH-005160-2021,Trash/Debris,Closed,"Council District
1","1600 Huntingdon Trl, Sandy
Springs, GA 30350",06 036100020040,"Marcellus
Hampton",11/16/2021,12/03/2021
TRSH-005162-2021,Trash/Debris,Closed,"Council District
1","519 Granite Ridge Pl, Sandy
Springs, GA 30350",17 002500040316,"Marcellus
Hampton",11/16/2021,11/17/2021
TRSH-005201-2021,Trash/Debris,Closed,"Council District
1","501 Northridge Rd, Sandy
Springs, GA 30350",06 0385  LL0375,"Marcellus
Hampton",12/02/2021,12/13/2021
TRSH-005267-2021,Trash/Debris,New Complaint,"Council District
1","507 River Run Dr, Sandy
Springs, GA 30350",NA,"Marcellus
Hampton",12/15/2021,12/15/2021
TRSH-005294-2021,Trash/Debris,Closed,"Council District
1","5065 Nesbit Ferry Ln,
Sandy Springs, GA 30350",06 031200040337,"Marcellus
Hampton",12/27/2021,12/27/2021
TRSH-005312-2021,Trash/Debris,New Complaint,"Council District
1","0 Pitts Rd, Sandy Springs,
GA 30350",17 0024  LL1419,"Marcellus
Hampton",12/30/2021,NA
TRSH-005366-2022,Trash/Debris,New Complaint,"Council District
1","8455 Roswell Rd, Sandy
Springs, GA 30350",17 002600010318,Shawn Wray,01/19/2022,NA
GRA-000371-2020,Grass and Weeds,Closed,"Council District
2","400 Brantley Rd, Sandy
Springs, GA 30350",17 002400050134,"Gregory
Copeland",03/13/2020,05/22/2020
GRA-000379-2019,Grass and Weeds,Closed,"Council District
2","9560 Huntcliff Trce, Sandy
Springs, GA 30350",17 007800010026,"Gregory
Copeland",03/19/2019,03/27/2019
GRA-000380-2019,Grass and Weeds,Closed,"Council District
2","491 Johnson Ferry Rd,
Sandy Springs, GA 30328",17 007100030047,"Gregory
Copeland",03/19/2019,03/27/2019
GRA-000386-2019,Grass and Weeds,Closed,"Council District
2","481 Johnson Ferry Rd,
Sandy Springs, GA 30328",17 007100030039,"Gregory
Copeland",03/20/2019,03/27/2019
GRA-000397-2019,Grass and Weeds,Closed,"Council District
2","9560 Huntcliff Trce, Sandy
Springs, GA 30350",17 007800010026,"Gregory
Copeland",03/21/2019,04/05/2019
GRA-000518-2019,Grass and Weeds,Closed,"Council District
2","700 Towergate Pl, Sandy
Springs, GA 30350",06 036300060150,"Gregory
Copeland",04/03/2019,04/25/2019
GRA-000519-2019,Grass and Weeds,Closed,"Council District
2","300 Forestgate Ct, Sandy
Springs, GA 30350",06 036300050268,"Gregory
Copeland",04/03/2019,04/28/2019
GRA-000520-2019,Grass and Weeds,Closed,"Council District
2","330 Forestgate Ct, Sandy
Springs, GA 30350",06 036300050292,"Gregory
Copeland",04/03/2019,04/28/2019
GRA-000521-2019,Grass and Weeds,Closed,"Council District
2","305 Towergate Pl, Sandy
Springs, GA 30350",06 036300050474,"Gregory
Copeland",04/03/2019,05/06/2019
GRA-000522-2019,Grass and Weeds,Closed,"Council District
2","6490 Whispering Ln, Sandy
Springs, GA 30328",17 008800040120,"Gregory
Copeland",04/03/2019,04/28/2019
GRA-000535-2019,Grass and Weeds,Closed,"Council District
2","9215 Huntcliff Trce, Sandy
Springs, GA 30350",17 008000020153,"Gregory
Copeland",04/04/2019,05/27/2019
GRA-000541-2019,Grass and Weeds,Closed,"Council District
2","630 Glenairy Dr, Sandy
Springs, GA 30328",17 003600010134,"Gregory
Copeland",04/04/2019,04/25/2019
GRA-000550-2019,Grass and Weeds,Closed,"Council District
2","330 River Valley Rd, Sandy
Springs, GA 30328",17 0131  LL0643,"Gregory
Copeland",04/05/2019,04/14/2019
GRA-000551-2019,Grass and Weeds,Closed,"Council District
2","340 River Valley Rd, Sandy
Springs, GA 30328",17 0131  LL0635,"Gregory
Copeland",04/05/2019,01/22/2020
GRA-000552-2019,Grass and Weeds,Closed,"Council District
2","340 River Valley Rd, Sandy
Springs, GA 30328",17 0131  LL0635,"Gregory
Copeland",04/05/2019,04/05/2019
GRA-000553-2019,Grass and Weeds,Closed,"Council District
2","350 River Valley Rd, Sandy
Springs, GA 30328",17 0131  LL0627,"Gregory
Copeland",04/05/2019,01/22/2020
GRA-000554-2019,Grass and Weeds,Closed,"Council District
2","360 River Valley Rd, Sandy
Springs, GA 30328",17 0131  LL0718,"Gregory
Copeland",04/05/2019,04/14/2019
GRA-000555-2019,Grass and Weeds,Closed,"Council District
2","6575 Old Cabin Rd, Sandy
Springs, GA 30328",17 013100010229,"Gregory
Copeland",04/05/2019,04/10/2019
GRA-000556-2019,Grass and Weeds,Closed,"Council District
2","6560 Old Cabin Rd, Sandy
Springs, GA 30328",17 0168  LL0276,"Gregory
Copeland",04/05/2019,04/10/2019
GRA-000561-2017,Grass and Weeds,"Voluntary
Compliance","Council District
2","200 Hannover Park Rd,
Sandy Springs, GA 30350",NA,Shane Peeples,04/18/2017,04/24/2017
GRA-000604-2019,Grass and Weeds,Closed,"Council District
2","365 River Valley Rd, Sandy
Springs, GA 30328",17 013100010310,"Gregory
Copeland",04/10/2019,04/25/2019
GRA-000604-2020,Grass and Weeds,Closed,"Council District
2",NA,NA,"Gregory
Copeland",04/06/2020,05/26/2020
GRA-000605-2020,Grass and Weeds,Closed,"Council District
2",NA,NA,"Gregory
Copeland",04/06/2020,04/06/2020
GRA-000606-2020,Grass and Weeds,Closed,Council District 2,NA,NA,Gregory Copeland,04/06/2020,05/26/2020
GRA-000616-2019,Grass and Weeds,Closed,"Council District
2","805 Glenairy Dr, Sandy
Springs, GA 30328",17 003600030199,"Gregory
Copeland",04/12/2019,05/08/2019
GRA-000623-2019,Grass and Weeds,Closed,"Council District
2","300 River Valley Rd, Sandy
Springs, GA 30328",17 012500080493,"Gregory
Copeland",04/14/2019,04/28/2019
GRA-000624-2019,Grass and Weeds,Closed,"Council District
2","304 River Valley Rd, Sandy
Springs, GA 30328",17 012500080600,"Gregory
Copeland",04/14/2019,04/28/2019
GRA-000625-2019,Grass and Weeds,Closed,"Council District
2","314 River Valley Rd, Sandy
Springs, GA 30328",17 012500080584,"Gregory
Copeland",04/14/2019,04/14/2019
GRA-000626-2019,Grass and Weeds,Closed,"Council District
2","370 River Valley Rd, Sandy
Springs, GA 30328",17 0131  LL0684,"Gregory
Copeland",04/14/2019,04/14/2019
GRA-000627-2019,Grass and Weeds,Closed,"Council District
2","360 River Valley Rd, Sandy
Springs, GA 30328",17 0131  LL0684,"Gregory
Copeland",04/14/2019,04/25/2019
GRA-000631-2019,Grass and Weeds,Closed,"Council District
2","5965 Riverside Dr, Sandy
Springs, GA 30328",17 0133  LL0997,"Gregory
Copeland",04/15/2019,04/28/2019
GRA-000698-2019,Grass and Weeds,Closed,"Council District
2","470 Forestgate Ct, Sandy
Springs, GA 30350",06 036300050326,"Gregory
Copeland",04/23/2019,05/08/2019
GRA-000702-2019,Grass and Weeds,Unfounded,"Council District
2",NA,NA,"Gregory
Copeland",04/23/2019,04/28/2019
GRA-000703-2019,Grass and Weeds,Closed,"Council District
2","710 Towergate Pl, Sandy
Springs, GA 30350",06 036300060267,"Gregory
Copeland",04/23/2019,05/27/2019
GRA-000705-2019,Grass and Weeds,Closed,"Council District
2","800 Towergate Pl, Sandy
Springs, GA 30350",06 036300060093,"Gregory
Copeland",04/23/2019,05/08/2019
GRA-000727-2019,Grass and Weeds,Closed,"Council District
2","400 Brantley Rd, Sandy
Springs, GA 30350",17 002400050134,"Gregory
Copeland",04/24/2019,05/08/2019
GRA-000728-2019,Grass and Weeds,Closed,"Council District
2","435 Breakwater Rdg,
Sandy Springs, GA 30328",17 012500070189,"Gregory
Copeland",04/24/2019,04/29/2019
GRA-000749-2017,Grass and Weeds,Closed,"Council District
2","7090 Riverside Dr, Sandy
Springs, GA 30328",17 012700030082,"Gregory
Copeland",05/12/2017,05/25/2017
GRA-000756-2019,Grass and Weeds,Closed,"Council District
2","481 Johnson Ferry Rd,
Sandy Springs, GA 30328",17 007100030039,"Gregory
Copeland",03/19/2019,04/28/2019
GRA-000799-2020,Grass and Weeds,Closed,"Council District
2","985 Hightower Trl, Sandy
Springs, GA 30350",17 0026  LL0179,"Gregory
Copeland",05/08/2020,07/14/2020
GRA-000810-2020,Grass and Weeds,Closed,"Council District
2","985 Hightower Trl, Sandy
Springs, GA 30350",17 0026  LL0179,"Gregory
Copeland",05/11/2020,05/28/2020
GRA-000814-2020,Grass and Weeds,Closed,"Council District
2",NA,NA,"Gregory
Copeland",05/11/2020,05/11/2020
GRA-000871-2020,Grass and Weeds,Closed,"Council District
2",NA,NA,"Gregory
Copeland",05/17/2020,05/28/2020
GRA-000878-2019,Grass and Weeds,Closed,"Council District
2","6635 Brandon Mill Rd,
Sandy Springs, GA 30328",17 012600040165,"Gregory
Copeland",05/14/2019,06/04/2019
GRA-000895-2019,Grass and Weeds,Closed,"Council District
2","9215 Huntcliff Trce, Sandy
Springs, GA 30350",17 008000020153,"Gregory
Copeland",05/17/2019,06/04/2019
GRA-000896-2019,Grass and Weeds,Closed,"Council District
2","170 Huntcliff Pt, Sandy
Springs, GA 30350",17 008000020021,"Gregory
Copeland",05/17/2019,05/26/2019
GRA-000911-2020,Grass and Weeds,Closed,"Council District
2",NA,NA,"Gregory
Copeland",05/19/2020,06/12/2020
GRA-000935-2017,Grass and Weeds,Closed,"Council District
2","6315 North Hampton,",NA,"Gregory
Copeland",06/07/2017,12/22/2017
GRA-000963-2017,Grass and Weeds,Closed,"Council District
2","420 Brantley Rd, Sandy
Springs, GA 30350",NA,"Gregory
Copeland",06/13/2017,06/26/2017
GRA-000964-2017,Grass and Weeds,Closed,"Council District
2","430 Brantley Rd, Sandy
Springs, GA 30350",NA,"Gregory
Copeland",06/13/2017,06/22/2017
GRA-000965-2019,Grass and Weeds,Closed,"Council District
2","314 Dalrymple Rd, Sandy
Springs, GA 30328",17 0075  LL0047,"Gregory
Copeland",05/28/2019,06/30/2019
GRA-000966-2019,Grass and Weeds,Closed,"Council District
2","354 Dalrymple Rd, Sandy
Springs, GA 30328",17 0075  LL1177,"Gregory
Copeland",05/28/2019,06/19/2019
GRA-001005-2017,Grass and Weeds,Unfounded,"Council District
2","100 Brantley Rd, Sandy
Springs, GA 30350",17 002400050019,"Gregory
Copeland",06/19/2017,06/19/2017
GRA-001029-2017,Grass and Weeds,Closed,"Council District
2","335 Amberidge Trl, Sandy
Springs, GA 30328",NA,"Gregory
Copeland",06/23/2017,12/22/2017
GRA-001055-2017,Grass and Weeds,Closed,"Council District
2","381 Hilderbrand Dr, Sandy
Springs, GA 30328",NA,Paula Allen,06/28/2017,02/27/2020
GRA-001058-2017,Grass and Weeds,Closed,"Council District
2","0 Riverside Dr, Sandy
Springs, GA 30328",17 0127  LL0581,"Gregory
Copeland",06/29/2017,12/22/2017
GRA-001105-2020,Grass and Weeds,Closed,"Council District
2","305 Towergate Pl, Sandy
Springs, GA 30350",06 036300050474,"Gregory
Copeland",05/28/2020,07/14/2020
GRA-001106-2020,Grass and Weeds,Closed,"Council District
2",NA,NA,"Gregory
Copeland",05/28/2020,05/28/2020
GRA-001107-2020,Grass and Weeds,Closed,"Council District
2",NA,NA,"Gregory
Copeland",05/28/2020,05/28/2020
GRA-001108-2020,Grass and Weeds,Closed,"Council District
2","515 Towergate Pl, Sandy
Springs, GA 30350",06 036300060028,"Gregory
Copeland",05/28/2020,06/17/2020
GRA-001109-2020,Grass and Weeds,Closed,"Council District
2","750 Towergate Pl, Sandy
Springs, GA 30350",06 036300060119,"Gregory
Copeland",05/28/2020,07/14/2020
GRA-001122-2017,Grass and Weeds,Unfounded,"Council District
2","430 Brantley Rd, Sandy
Springs, GA 30350",17 002400050167,Shane Peeples,07/13/2017,07/14/2017
GRA-001144-2017,Grass and Weeds,Unfounded,"Council District
2","7090 Riverside Dr, Sandy
Springs, GA 30328",17 012700030082,Shane Peeples,07/17/2017,07/18/2017
GRA-001162-2019,Grass and Weeds,Closed,"Council District
2","5825 Riverwood Dr, Sandy
Springs, GA 30328",17 013200030267,"Gregory
Copeland",06/27/2019,07/12/2019
GRA-001163-2019,Grass and Weeds,Closed,"Council District
2","495 Riverhill Dr, Sandy
Springs, GA 30328",17 012400020342,"Gregory
Copeland",06/27/2019,07/12/2019
GRA-001167-2019,Grass and Weeds,Closed,"Council District
2","6575 Old Cabin Rd, Sandy
Springs, GA 30328",17 013100010229,"Gregory
Copeland",06/27/2019,07/22/2019
GRA-001168-2019,Grass and Weeds,Closed,"Council District
2","6560 Old Cabin Rd, Sandy
Springs, GA 30328",17 013100010476,"Gregory
Copeland",06/27/2019,07/12/2019
GRA-001218-2019,Grass and Weeds,Closed,"Council District
2","6315 N Hampton Dr, Sandy
Springs, GA 30328",17 008800010503,"Gregory
Copeland",07/08/2019,01/22/2020
GRA-001224-2017,Grass and Weeds,Unfounded,"Council District
2","200 Brantley Rd, Sandy
Springs, GA 30350",17 002400050050,Shane Peeples,07/31/2017,08/03/2017
GRA-001240-2017,Grass and Weeds,Active,Council District 2,"935 Hightower Trl, Sandy Springs, GA 30350",17 002800010035,Unique Nelson,08/02/2017,NA
GRA-001285-2020,Grass and Weeds,Closed,"Council District
2","330 Brantley Rd, Sandy
Springs, GA 30350",17 002400050126,"Gregory
Copeland",06/09/2020,06/17/2020
GRA-001297-2019,Grass and Weeds,Unfounded,"Council District
2","400 Brantley Rd, Sandy
Springs, GA 30350",17 002400050134,"Gregory
Copeland",07/18/2019,07/22/2019
GRA-001304-2017,Grass and Weeds,"Voluntary
Compliance","Council District
2","9885 Huntcliff Trce, Sandy
Springs, GA 30350",17 002800020018,Shane Peeples,08/15/2017,08/22/2017
GRA-001310-2017,Grass and Weeds,"Voluntary
Compliance","Council District
2","9215 Huntcliff Trce, Sandy
Springs, GA 30350",17 008000020153,Shane Peeples,08/16/2017,09/29/2017
GRA-001311-2017,Grass and Weeds,Unfounded,"Council District
2","125 River Lndg, Sandy
Springs, GA 30350",17 008000040052,Shane Peeples,08/16/2017,08/17/2017
GRA-001317-2019,Grass and Weeds,Closed,"Council District
2","430 Brantley Rd, Sandy
Springs, GA 30350",17 002400050167,"Gregory
Copeland",07/24/2019,07/25/2019
GRA-001331-2019,Grass and Weeds,Closed,"Council District
2","235 Brantley Rd, Sandy
Springs, GA 30350",17 002400050316,"Gregory
Copeland",07/24/2019,07/25/2019
GRA-001332-2019,Grass and Weeds,Closed,"Council District
2","400 Brantley Rd, Sandy
Springs, GA 30350",17 002400050134,"Gregory
Copeland",07/24/2019,08/23/2019
GRA-001333-2019,Grass and Weeds,Unfounded,"Council District
2","200 Brantley Rd, Sandy
Springs, GA 30350",17 002400050050,"Gregory
Copeland",07/24/2019,07/25/2019
GRA-001334-2019,Grass and Weeds,Closed,"Council District
2","200 Brantley Rd, Sandy
Springs, GA 30350",17 002400050050,"Gregory
Copeland",07/24/2019,07/26/2019
GRA-001375-2020,Grass and Weeds,"Voluntary
Compliance","Council District
2","8040 Roswell Rd, Sandy
Springs, GA 30350",17 0024  LL0742,Shawn Wray,06/17/2020,06/22/2020
GRA-001392-2019,Grass and Weeds,Closed,"Council District
2","955 Manchester Pl, Sandy
Springs, GA 30328",17 008000020153,"Gregory
Copeland",07/30/2019,08/01/2019
GRA-001394-2017,Grass and Weeds,"Voluntary
Compliance","Council District
2","935 Buckhorn, Sandy
Springs, GA 30350",NA,Shane Peeples,08/31/2017,09/15/2017
GRA-001394-2019,Grass and Weeds,Closed,"Council District
2","9215 Huntcliff Trce, Sandy
Springs, GA 30350",17 008000020153,"Gregory
Copeland",07/30/2019,08/23/2019
GRA-001397-2019,Grass and Weeds,Unfounded,"Council District
2","400 Brantley Rd, Sandy
Springs, GA 30350",17 002400050134,"Gregory
Copeland",07/31/2019,07/31/2019
GRA-001399-2020,Grass and Weeds,Closed,"Council District
2","1190 Hope Rd, Sandy
Springs, GA 30350",06 036300040376,"Gregory
Copeland",06/19/2020,07/02/2020
GRA-001400-2020,Grass and Weeds,Closed,"Council District
2","1188 Hope Rd, Sandy
Springs, GA 30350",06 036300040129,"Gregory
Copeland",06/19/2020,07/02/2020
GRA-001437-2019,Grass and Weeds,Closed,"Council District
2","110 River North Cir, Sandy
Springs, GA 30328",17 012700070062,"Gregory
Copeland",08/07/2019,08/23/2019
GRA-001485-2017,Grass and Weeds,"Voluntary
Compliance","Council District
2","1200 Hope Rd, Sandy
Springs, GA 30350",06 036300040053,Shane Peeples,09/26/2017,10/16/2017
GRA-001526-2019,Grass and Weeds,Closed,"Council District
2","215 Brantley Rd, Sandy
Springs, GA 30350",17 002400050332,"Gregory
Copeland",08/23/2019,08/23/2019
GRA-001528-2019,Grass and Weeds,Closed,"Council District
2","235 Brantley Rd, Sandy
Springs, GA 30350",17 002400050316,"Gregory
Copeland",08/23/2019,08/23/2019
GRA-001529-2019,Grass and Weeds,Closed,"Council District
2","305 Brantley Rd, Sandy
Springs, GA 30350",17 002400050308,"Gregory
Copeland",08/23/2019,08/23/2019
GRA-001542-2019,Grass and Weeds,Closed,"Council District
2","215 Brantley Rd, Sandy
Springs, GA 30350",17 002400050332,"Gregory
Copeland",08/26/2019,09/09/2019
GRA-001679-2020,Grass and Weeds,Closed,"Council District
2","230 Brantley Rd, Sandy
Springs, GA 30350",17 002400050084,"Gregory
Copeland",07/10/2020,08/09/2021
GRA-002039-2020,Grass and Weeds,Closed,"Council District
2","400 Forestgate Ct, Sandy
Springs, GA 30350",06 036300050391,"Marcellus
Hampton",08/03/2020,08/11/2020
GRA-002078-2020,Grass and Weeds,Closed,"Council District
2","330 Brantley Rd, Sandy
Springs, GA 30350",17 002400050126,"Gregory
Copeland",08/07/2020,08/14/2020
GRA-002205-2020,Grass and Weeds,Closed,"Council District
2","210 Brantley Rd, Sandy
Springs, GA 30350",17 002400050068,"Gregory
Copeland",08/27/2020,08/09/2021
GRA-002206-2020,Grass and Weeds,Closed,"Council District
2","325 Brantley Rd, Sandy
Springs, GA 30350",17 002400050282,"Gregory
Copeland",08/27/2020,09/01/2020
GRA-002207-2020,Grass and Weeds,Closed,"Council District
2","330 Brantley Rd, Sandy
Springs, GA 30350",17 002400050126,"Gregory
Copeland",08/27/2020,05/12/2021
GRA-002208-2020,Grass and Weeds,Closed,"Council District
2","420 Brantley Rd, Sandy
Springs, GA 30350",17 002400050159,"Gregory
Copeland",08/27/2020,05/12/2021
GRA-002209-2020,Grass and Weeds,Closed,"Council District
2","610 Brantley Rd, Sandy
Springs, GA 30350",17 002400050233,"Gregory
Copeland",08/27/2020,05/12/2021
GRA-002309-2018,Grass and Weeds,Closed,"Council District
2","6385 Black Water Trl,
Sandy Springs, GA 30328",NA,"Gregory
Copeland",04/18/2018,10/07/2018
GRA-002317-2018,Grass and Weeds,Closed,"Council District
2","6560 Old Cabin Rd, Sandy
Springs, GA 30328",NA,"Gregory
Copeland",04/19/2018,05/14/2018
GRA-002325-2018,Grass and Weeds,Closed,"Council District
2","6315 Hampton Dr, Sandy
Springs, GA 30328",NA,"Gregory
Copeland",04/20/2018,10/07/2018
GRA-002325-2020,Grass and Weeds,Closed,"Council District
2",NA,NA,"Gregory
Copeland",09/03/2020,08/09/2021
GRA-002327-2020,Grass and Weeds,Closed,"Council District
2","210 Brantley Rd, Sandy
Springs, GA 30350",17 002400050068,"Gregory
Copeland",09/03/2020,08/09/2021
GRA-002328-2020,Grass and Weeds,Closed,"Council District
2","220 Brantley Rd, Sandy
Springs, GA 30350",17 002400050076,"Gregory
Copeland",09/03/2020,08/09/2021
GRA-002329-2018,Grass and Weeds,Closed,"Council District
2","6771 Sunny Brook Ln,
Sandy Springs, GA 30328",NA,"Gregory
Copeland",04/23/2018,09/05/2018
GRA-002329-2020,Grass and Weeds,Closed,"Council District
2","230 Brantley Rd, Sandy
Springs, GA 30350",17 002400050084,"Gregory
Copeland",09/03/2020,09/11/2020
GRA-002330-2018,Grass and Weeds,Unfounded,"Council District
2","6840 Sunny Brook Ln,
Sandy Springs, GA 30328",NA,"Gregory
Copeland",04/23/2018,09/05/2018
GRA-002331-2018,Grass and Weeds,Unfounded,"Council District
2","6880 Sunny Brook Ln,
Sandy Springs, GA 30328",NA,"Gregory
Copeland",04/23/2018,09/05/2018
GRA-002332-2018,Grass and Weeds,Active,"Council District
2","315 Brook Dr, Sandy
Springs, GA 30328",NA,Unique Nelson,04/23/2018,NA
GRA-002333-2018,Grass and Weeds,Closed,"Council District
2","6055 Riverside Dr, Sandy
Springs, GA 30328",NA,"Gregory
Copeland",04/23/2018,10/07/2018
GRA-002334-2018,Grass and Weeds,Closed,"Council District
2","6055 Riverside Dr, Sandy
Springs, GA 30328",NA,"Gregory
Copeland",04/23/2018,05/04/2018
GRA-002335-2018,Grass and Weeds,Closed,"Council District
2","8294 Grogans Ferry Rd,
Sandy Springs, GA 30350",NA,"Gregory
Copeland",04/24/2018,08/07/2018
GRA-002336-2018,Grass and Weeds,Closed,Council District 2,"195 Marsh Glen Pt, Sandy Springs, GA 30328",NA,Gregory Copeland,04/24/2018,05/04/2018
GRA-002337-2018,Grass and Weeds,Closed,"Council District
2","155 Marsh Glen Pt, Sandy
Springs, GA 30328",NA,"Gregory
Copeland",04/24/2018,10/07/2018
GRA-002348-2018,Grass and Weeds,Closed,"Council District
2","6470 Wright Cir, Sandy
Springs, GA 30328",NA,"Gregory
Copeland",04/25/2018,05/04/2018
GRA-002351-2018,Grass and Weeds,Closed,"Council District
2","6470 Wright Cir, Sandy
Springs, GA 30328",NA,"Gregory
Copeland",04/25/2018,04/25/2018
