"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS3338","Boca Raton","Palm Beach County","FL","Florida Atlantic University Police Department","Police","The Florida Atlantic University Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","University","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p66","","Pinellas County Sheriff's Office","","2015",""
"AOS3339","Florida City","Miami-Dade County","FL","Florida City Police Department","Police","The Florida City Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p67","","Pinellas County Sheriff's Office","","2015",""
"AOS3340","Tallahassee","Leon County","FL","Florida Department of Business and Professional Regulation","State Police","The Florida Department of Business and Professional Regulation is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","State","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p68","","Pinellas County Sheriff's Office","","2015",""
"AOS3341","Tallahassee","Leon County","FL","Florida Department of Corrections","State Police","The Florida Department of Corrections is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","State","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p69","","Pinellas County Sheriff's Office","","2015",""
"AOS3342","Tallahassee","Leon County","FL","Florida Department of Law Enforcement","State Police","The Florida Department of Law Enforcement is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","State","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p70","","Pinellas County Sheriff's Office","","2015",""
"AOS3343","Tallahassee","Leon County","FL","Florida Department of Legal Affairs","State Police","The Florida Department of Legal Affairs is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","State","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p71","","Pinellas County Sheriff's Office","","2015",""
"AOS3344","Tallahassee","Leon County","FL","Florida Fish and Wildlife Commission","State Police","The Florida Fish and Wildlife Commission is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","State","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p72","","Pinellas County Sheriff's Office","","2015",""
"AOS3345","Tallahassee","Leon County","FL","Florida Highway Patrol","State Police","The Florida Highway Patrol is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","State","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p73","","Pinellas County Sheriff's Office","","2015",""
"AOS3346","Tallahassee","Leon County","FL","Florida Lottery Division of Security","State Police","The Florida Lottery Division of Security is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","State","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p74","","Pinellas County Sheriff's Office","","2015",""
"AOS3347","Tallahassee","Leon County","FL","Florida State Fire Marshal's Office","State Police","The Florida State Fire Marshal's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","State","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p75","","Pinellas County Sheriff's Office","","2015",""
"AOS3348","Fort Myers","Lee County","FL","Fort Myers Police Department","Police","The Fort Myers Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p76","","Pinellas County Sheriff's Office","","2015",""
"AOS3349","Fort Walton Beach","Okaloosa County","FL","Fort Walton Beach Police Department","Police","The Fort Walton Beach Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p77","","Pinellas County Sheriff's Office","","2015",""
